CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Full Name
23624,MRS.,JILLIAN,MALHOTRA,8/18/1951,S,F,jillian5@adventure-works.com,"$90,000 ",4,High School,Professional,Y,JILLIAN  MALHOTRA
23625,MR.,MICHEAL,NAVARRO,11-02-1951,M,M,micheal5@adventure-works.com,"$130,000 ",4,High School,Professional,N,MICHEAL  NAVARRO
23626,MR.,ROSS,MEHTA,03-11-1950,S,M,ross14@adventure-works.com,"$90,000 ",4,High School,Management,Y,ROSS  MEHTA
23627,MRS.,ADRIENNE,NAVARRO,4/26/1950,S,F,adrienne6@adventure-works.com,"$100,000 ",3,Partial College,Management,N,ADRIENNE  NAVARRO
23628,MRS.,KARA,SHEN,11-09-1950,S,F,kara3@adventure-works.com,"$120,000 ",4,Partial College,Management,N,KARA  SHEN
23629,MR.,ALFREDO,GILL,04-03-1950,M,M,alfredo15@adventure-works.com,"$130,000 ",4,High School,Management,Y,ALFREDO  GILL
23630,MR.,DOMINIC,FERNANDEZ,3/28/1950,S,M,dominic16@adventure-works.com,"$160,000 ",3,Partial College,Management,N,DOMINIC  FERNANDEZ
23631,MR.,COLIN,WANG,03-05-1949,S,M,colin1@adventure-works.com,"$80,000 ",5,High School,Management,N,COLIN  WANG
23632,MRS.,KRISTEN,ZHOU,08-05-1949,S,F,kristen7@adventure-works.com,"$120,000 ",4,High School,Management,N,KRISTEN  ZHOU
23633,MRS.,DEBORAH,CHANDE,11-07-1949,S,F,deborah19@adventure-works.com,"$120,000 ",4,High School,Management,Y,DEBORAH  CHANDE
23634,MR.,ERNEST,LI,7/21/1949,M,M,ernest3@adventure-works.com,"$130,000 ",4,High School,Management,N,ERNEST  LI
23635,MR.,ALVIN,LUO,3/27/1949,M,M,alvin28@adventure-works.com,"$160,000 ",4,High School,Management,Y,ALVIN  LUO
23636,MRS.,RACHAEL,GONZALEZ,10-08-1949,M,F,rachael17@adventure-works.com,"$160,000 ",5,High School,Management,N,RACHAEL  GONZALEZ
23637,MRS.,YOLANDA,JAI,10/14/1948,M,F,yolanda10@adventure-works.com,"$80,000 ",5,High School,Management,Y,YOLANDA  JAI
23638,MR.,NELSON,RUIZ,4/18/1948,M,M,nelson2@adventure-works.com,"$120,000 ",4,High School,Management,Y,NELSON  RUIZ
23639,MRS.,CHRISTY,GUO,05-09-1947,M,F,christy16@adventure-works.com,"$120,000 ",5,High School,Management,Y,CHRISTY  GUO
23640,MR.,BRUCE,JIMÉNEZ,01-08-1975,M,M,bruce28@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,BRUCE  JIMÉNEZ
23641,MS.,MEGAN,MORRIS,07-11-1976,M,F,megan29@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,MEGAN  MORRIS
23642,MS.,ANNE,GUTIERREZ,7/18/1975,M,F,anne12@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,ANNE  GUTIERREZ
23643,MS.,ERICA,ZHENG,11/22/1974,S,F,erica18@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N,ERICA  ZHENG
23644,MS.,ALLISON,YOUNG,10-03-1974,M,F,allison40@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y,ALLISON  YOUNG
23645,MR.,CURTIS,ZHENG,6/16/1975,S,M,curtis16@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,CURTIS  ZHENG
23646,MS.,JAMIE,LU,4/14/1974,S,F,jamie14@adventure-works.com,"$80,000 ",0,Bachelors,Professional,Y,JAMIE  LU
23647,MR.,WAYNE,SHEN,2/27/1974,S,M,wayne3@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,WAYNE  SHEN
23648,MS.,KARLA,CHANDER,7/28/1974,S,F,karla17@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,KARLA  CHANDER
23649,MS.,NAOMI,RUIZ,10/14/1974,S,F,naomi2@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,NAOMI  RUIZ
23650,MRS.,CAROLYN,VAZQUEZ,06-07-1974,M,F,carolyn35@adventure-works.com,"$120,000 ",5,Partial High School,Professional,Y,CAROLYN  VAZQUEZ
23651,MR.,MARVIN,ALVAREZ,1/26/1973,M,M,marvin5@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,MARVIN  ALVAREZ
23652,MR.,ROGER,GOEL,10/18/1973,S,M,roger47@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,ROGER  GOEL
23653,MR.,DEVIN,CAMPBELL,10/21/1973,S,M,devin39@adventure-works.com,"$100,000 ",0,High School,Management,Y,DEVIN  CAMPBELL
23654,MRS.,ALISHA,WU,09-02-1973,M,F,alisha7@adventure-works.com,"$130,000 ",4,High School,Management,N,ALISHA  WU
23655,MS.,GRACE,MURPHY,11/21/1972,S,F,grace31@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,GRACE  MURPHY
23656,MS.,NAOMI,RAMOS,6/14/1972,S,F,naomi18@adventure-works.com,"$90,000 ",0,Bachelors,Professional,Y,NAOMI  RAMOS
23657,MS.,ALISON,JAI,11-02-1971,S,F,alison11@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N,ALISON  JAI
23658,MR.,ROSS,ARUN,11/25/1972,M,M,ross6@adventure-works.com,"$110,000 ",0,High School,Management,Y,ROSS  ARUN
23659,MR.,DREW,SHAN,04-10-1972,S,M,drew11@adventure-works.com,"$110,000 ",0,High School,Management,Y,DREW  SHAN
23660,MRS.,CHRISTY,TANG,11/20/1972,S,F,christy23@adventure-works.com,"$160,000 ",2,High School,Management,Y,CHRISTY  TANG
23661,MS.,ABIGAIL,WASHINGTON,12/27/1971,S,F,abigail38@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N,ABIGAIL  WASHINGTON
23662,,CYNTHIA,SANCHEZ,11-06-1970,S,NA,cynthia26@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y,CYNTHIA  SANCHEZ
23663,MR.,NEIL,DOMINGUEZ,09-04-1970,M,M,neil12@adventure-works.com,"$100,000 ",0,Partial High School,Professional,Y,NEIL  DOMINGUEZ
23664,MS.,SANDRA,GUO,12-04-1970,S,F,sandra25@adventure-works.com,"$110,000 ",0,High School,Management,N,SANDRA  GUO
23665,MS.,CRYSTAL,YANG,11-09-1970,S,F,crystal7@adventure-works.com,"$120,000 ",0,Partial High School,Professional,N,CRYSTAL  YANG
23666,MRS.,OLIVIA,ANDERSON,10/18/1948,M,F,olivia9@adventure-works.com,"$30,000 ",4,High School,Professional,Y,OLIVIA  ANDERSON
23667,MR.,HAROLD,ARUN,9/24/1948,M,M,harold4@adventure-works.com,"$30,000 ",4,High School,Professional,Y,HAROLD  ARUN
23668,MRS.,JESSICA,HUGHES,07-07-1947,M,F,jessica36@adventure-works.com,"$40,000 ",4,High School,Professional,Y,JESSICA  HUGHES
23669,MR.,SEAN,TORRES,05-03-1937,S,M,sean11@adventure-works.com,"$50,000 ",3,Graduate Degree,Management,Y,SEAN  TORRES
23670,MRS.,MYA,HENDERSON,12-05-1938,M,F,mya7@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y,MYA  HENDERSON
23671,MR.,FERNANDO,THOMAS,02-05-1939,M,M,fernando10@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y,FERNANDO  THOMAS
23672,MRS.,ABIGAIL,FLORES,4/22/1939,M,F,abigail37@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y,ABIGAIL  FLORES
23673,MRS.,KAYLA,MILLER,03-08-1939,M,F,kayla6@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,Y,KAYLA  MILLER
23674,MR.,JEREMIAH,WALKER,05-10-1939,M,M,jeremiah11@adventure-works.com,"$60,000 ",3,Graduate Degree,Management,N,JEREMIAH  WALKER
23675,MR.,EMMANUEL,PRASAD,5/18/1940,S,M,emmanuel9@adventure-works.com,"$60,000 ",3,Bachelors,Management,Y,EMMANUEL  PRASAD
23676,MR.,BRANDON,DIAZ,10/23/1940,S,M,brandon18@adventure-works.com,"$60,000 ",3,Bachelors,Management,Y,BRANDON  DIAZ
23677,MR.,CHARLES,LEWIS,3/13/1940,M,M,charles25@adventure-works.com,"$60,000 ",3,Bachelors,Management,Y,CHARLES  LEWIS
23678,MRS.,KELLY,DIAZ,09-09-1940,S,F,kelly26@adventure-works.com,"$60,000 ",3,Bachelors,Management,Y,KELLY  DIAZ
23679,MR.,JACOB,HARRIS,11-05-1941,S,M,jacob12@adventure-works.com,"$50,000 ",3,Bachelors,Management,Y,JACOB  HARRIS
23680,MRS.,ANNA,POWELL,10-12-1941,M,F,anna33@adventure-works.com,"$50,000 ",3,Bachelors,Management,Y,ANNA  POWELL
23681,MR.,JORDAN,GONZALES,01-05-1941,S,M,jordan14@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y,JORDAN  GONZALES
23682,MRS.,NATALIE,HARRIS,05-11-1941,M,F,natalie81@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y,NATALIE  HARRIS
23683,MRS.,DANA,ALONSO,05-02-1942,M,F,dana24@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y,DANA  ALONSO
23684,MRS.,JASMINE,RODRIGUEZ,01-04-1942,S,F,jasmine17@adventure-works.com,"$50,000 ",4,Bachelors,Management,Y,JASMINE  RODRIGUEZ
23685,MRS.,ALEXA,REED,6/25/1943,S,F,alexa19@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,ALEXA  REED
23686,MRS.,RACHEL,MURPHY,3/13/1943,S,F,rachel35@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,RACHEL  MURPHY
23687,MRS.,MELISSA,FLORES,10/18/1944,S,F,melissa7@adventure-works.com,"$30,000 ",5,Partial High School,Clerical,N,MELISSA  FLORES
23688,MRS.,OLIVIA,THOMAS,5/19/1944,M,F,olivia10@adventure-works.com,"$30,000 ",5,Partial High School,Clerical,Y,OLIVIA  THOMAS
23689,MRS.,KAYLA,HALL,2/26/1947,M,F,kayla23@adventure-works.com,"$40,000 ",4,High School,Professional,Y,KAYLA  HALL
23690,MR.,ANGEL,JAMES,06-05-1947,M,M,angel7@adventure-works.com,"$40,000 ",4,High School,Professional,N,ANGEL  JAMES
23691,MRS.,KAREN,HU,06-11-1945,S,F,karen29@adventure-works.com,"$20,000 ",5,Partial High School,Clerical,Y,KAREN  HU
23692,MR.,ISAAC,KING,04-11-1945,S,M,isaac41@adventure-works.com,"$20,000 ",5,Partial High School,Clerical,N,ISAAC  KING
23693,MRS.,JACQUELINE,JENKINS,11-09-1945,S,F,jacqueline7@adventure-works.com,"$20,000 ",5,Partial High School,Clerical,N,JACQUELINE  JENKINS
23694,MR.,BRIAN,BROOKS,2/20/1945,M,M,brian13@adventure-works.com,"$20,000 ",5,Partial High School,Clerical,N,BRIAN  BROOKS
23695,MR.,ELIJAH,COLEMAN,8/14/1945,S,M,elijah9@adventure-works.com,"$30,000 ",5,Partial High School,Skilled Manual,N,ELIJAH  COLEMAN
23696,MRS.,AUTUMN,LI,10/26/1945,S,F,autumn3@adventure-works.com,"$30,000 ",5,Partial High School,Skilled Manual,Y,AUTUMN  LI
23697,MR.,CODY,KELLY,10-04-1945,M,M,cody2@adventure-works.com,"$30,000 ",5,Partial High School,Skilled Manual,Y,CODY  KELLY
23698,MRS.,MELISSA,COLEMAN,5/21/1945,M,F,melissa23@adventure-works.com,"$30,000 ",2,Partial High School,Skilled Manual,Y,MELISSA  COLEMAN
23699,MR.,NICHOLAS,WALKER,4/19/1945,M,M,nicholas3@adventure-works.com,"$30,000 ",2,Partial High School,Skilled Manual,Y,NICHOLAS  WALKER
23700,MRS.,KATELYN,YOUNG,05-12-1945,M,F,katelyn41@adventure-works.com,"$30,000 ",2,Partial High School,Skilled Manual,N,KATELYN  YOUNG
23701,MRS.,MARISSA,BARNES,2/22/1946,M,F,marissa1@adventure-works.com,"$40,000 ",5,High School,Professional,Y,MARISSA  BARNES
23702,MR.,EDUARDO,JAMES,08-04-1946,M,M,eduardo66@adventure-works.com,"$40,000 ",5,High School,Professional,Y,EDUARDO  JAMES
23703,MRS.,JACQUELINE,SANCHEZ,09-06-1946,M,F,jacqueline42@adventure-works.com,"$40,000 ",5,High School,Professional,Y,JACQUELINE  SANCHEZ
23704,MR.,CHRISTOPHER,MOORE,1/16/1946,S,M,christopher8@adventure-works.com,"$40,000 ",5,High School,Professional,Y,CHRISTOPHER  MOORE
23705,MR.,JEREMY,BRYANT,04-03-1946,M,M,jeremy30@adventure-works.com,"$40,000 ",2,High School,Professional,Y,JEREMY  BRYANT
23706,MRS.,MACKENZIE,COOPER,3/13/1946,S,F,mackenzie16@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,MACKENZIE  COOPER
23707,MR.,WILLIAM,ANDERSON,7/18/1946,S,M,william25@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,WILLIAM  ANDERSON
23708,MRS.,VICTORIA,COLEMAN,07-02-1946,M,F,victoria53@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,VICTORIA  COLEMAN
23709,MR.,DEVIN,PERRY,12-05-1946,S,M,devin46@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,DEVIN  PERRY
23710,MRS.,ANNA,SANCHEZ,8/21/1947,M,F,anna3@adventure-works.com,"$40,000 ",2,High School,Professional,Y,ANNA  SANCHEZ
23711,MR.,FERNANDO,DIAZ,9/17/1947,S,M,fernando63@adventure-works.com,"$70,000 ",2,Bachelors,Management,Y,FERNANDO  DIAZ
23712,MRS.,RILEY,MURPHY,06-09-1947,S,F,riley34@adventure-works.com,"$70,000 ",2,Bachelors,Management,Y,RILEY  MURPHY
23713,MRS.,ARIANNA,BUTLER,8/20/1947,M,F,arianna12@adventure-works.com,"$70,000 ",2,Bachelors,Management,Y,ARIANNA  BUTLER
23714,MR.,JOSEPH,WILLIAMS,4/18/1947,M,M,joseph8@adventure-works.com,"$70,000 ",2,Bachelors,Management,Y,JOSEPH  WILLIAMS
23715,MRS.,ISABEL,FLORES,2/18/1947,S,F,isabel12@adventure-works.com,"$70,000 ",2,Bachelors,Management,N,ISABEL  FLORES
23716,MR.,KYLE,WRIGHT,08-12-1947,M,M,kyle47@adventure-works.com,"$70,000 ",2,Partial College,Professional,Y,KYLE  WRIGHT
23717,MR.,AIDAN,GRIFFIN,3/17/1948,M,M,aidan22@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,AIDAN  GRIFFIN
23718,MR.,NELSON,BLANCO,9/26/1948,M,M,nelson14@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,NELSON  BLANCO
23719,MR.,MARCUS,JAMES,2/27/1949,M,M,marcus73@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,MARCUS  JAMES
23720,MRS.,ANNA,DAVIS,5/24/1949,M,F,anna66@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,ANNA  DAVIS
23721,MR.,JOHN,CLARK,7/23/1949,M,M,john43@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,JOHN  CLARK
23722,MRS.,ANDREA,PEREZ,4/13/1949,M,F,andrea34@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,ANDREA  PEREZ
23723,MR.,JOSE,PHILLIPS,06-09-1949,M,M,jose43@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,JOSE  PHILLIPS
23724,MRS.,GABRIELLE,HUGHES,3/16/1949,S,F,gabrielle34@adventure-works.com,"$70,000 ",5,Partial College,Professional,Y,GABRIELLE  HUGHES
23725,,DENNIS,WARE,10-04-1950,M,NA,dennis0@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,DENNIS  WARE
23726,MR.,DARRELL,XIE,6/13/1950,M,M,darrell13@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,DARRELL  XIE
23727,MR.,BRUCE,SERRANO,03-02-1950,M,M,bruce37@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,BRUCE  SERRANO
23728,MRS.,PAIGE,KELLY,2/20/1950,S,F,paige25@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,PAIGE  KELLY
23729,MR.,MARCUS,ALLEN,09-02-1950,M,M,marcus26@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,MARCUS  ALLEN
23730,MRS.,MORGAN,RODRIGUEZ,3/14/1951,M,F,morgan41@adventure-works.com,"$60,000 ",2,High School,Professional,Y,MORGAN  RODRIGUEZ
23731,MR.,JOSE,THOMPSON,11/18/1951,M,M,jose77@adventure-works.com,"$60,000 ",2,High School,Professional,Y,JOSE  THOMPSON
23732,MR.,XAVIER,WOOD,02-10-1951,S,M,xavier43@adventure-works.com,"$60,000 ",2,High School,Professional,Y,XAVIER  WOOD
23733,MRS.,NATASHA,GOMEZ,8/23/1951,M,F,natasha1@adventure-works.com,"$60,000 ",2,High School,Professional,Y,NATASHA  GOMEZ
23734,MRS.,MELANIE,WOOD,6/16/1951,M,F,melanie17@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,MELANIE  WOOD
23735,MRS.,AMANDA,WASHINGTON,07-02-1951,M,F,amanda34@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,AMANDA  WASHINGTON
23736,MRS.,SYDNEY,RIVERA,12-10-1951,M,F,sydney10@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,SYDNEY  RIVERA
23737,MRS.,ELENA,VELEZ AMEZAGA,3/14/1951,M,F,elena0@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,ELENA  VELEZ AMEZAGA
23738,MR.,JULIAN,BENNETT,10-10-1952,S,M,julian2@adventure-works.com,"$70,000 ",2,High School,Professional,Y,JULIAN  BENNETT
23739,MRS.,VIRGINIA,KAPOOR,10/19/1952,M,F,virginia2@adventure-works.com,"$70,000 ",2,High School,Professional,Y,VIRGINIA  KAPOOR
23740,MR.,NOAH,JACKSON,11/14/1952,M,M,noah52@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y,NOAH  JACKSON
23741,MRS.,DANA,ROMERO,11-02-1952,S,F,dana1@adventure-works.com,"$70,000 ",2,Partial High School,Skilled Manual,Y,DANA  ROMERO
23742,MRS.,MORGAN,COX,07-04-1953,M,F,morgan58@adventure-works.com,"$60,000 ",3,Partial High School,Skilled Manual,Y,MORGAN  COX
23743,MR.,TERRENCE,XU,01-06-1980,S,M,terrence5@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,TERRENCE  XU
23744,MR.,BARRY,PRASAD,4/23/1980,S,M,barry10@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,BARRY  PRASAD
23745,MS.,DANA,VAZQUEZ,08-02-1980,S,F,dana7@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,DANA  VAZQUEZ
23746,MS.,LANE,SACKSTEDER,10/16/1980,S,F,lane1@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,LANE  SACKSTEDER
23747,MR.,THEODORE,ROMERO,11/22/1980,S,M,theodore9@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,THEODORE  ROMERO
23748,MS.,YOLANDA,PAL,2/16/1978,S,F,yolanda11@adventure-works.com,"$30,000 ",0,Partial College,Clerical,N,YOLANDA  PAL
23749,MS.,BRANDI,ASHE,05-10-1978,S,F,brandi5@adventure-works.com,"$30,000 ",0,High School,Manual,N,BRANDI  ASHE
23750,MRS.,TANYA,SERRANO,2/23/1974,M,F,tanya13@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,TANYA  SERRANO
23751,MRS.,LACEY,LAL,9/21/1974,M,F,lacey43@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,LACEY  LAL
23752,MR.,DEVIN,TORRES,12-05-1974,M,M,devin71@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,DEVIN  TORRES
23753,MR.,ARTHUR,SARA,3/13/1973,S,M,arthur12@adventure-works.com,"$30,000 ",0,High School,Manual,N,ARTHUR  SARA
23754,MS.,CASSIE,GOEL,2/13/1972,S,F,cassie18@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N,CASSIE  GOEL
23755,MR.,LOUIS,WU,05-09-1972,S,M,louis45@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,LOUIS  WU
23756,MR.,OMAR,JAI,12-08-1972,S,M,omar31@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,OMAR  JAI
23757,MR.,JAMES,ROBERTS,05-11-1972,S,M,james53@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,JAMES  ROBERTS
23758,MRS.,VIRGINIA,MALHOTRA,5/25/1973,M,F,virginia6@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,VIRGINIA  MALHOTRA
23759,MR.,CLINTON,ALONSO,12/17/1973,M,M,clinton5@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,CLINTON  ALONSO
23760,MRS.,NINA,SHARMA,09-04-1973,M,F,nina10@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,NINA  SHARMA
23761,MS.,TONYA,PAL,7/19/1972,M,F,tonya11@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,TONYA  PAL
23762,MR.,RUBEN,RAMOS,9/20/1972,S,M,ruben40@adventure-works.com,"$30,000 ",0,High School,Manual,N,RUBEN  RAMOS
23763,MR.,MICHEAL,ROMERO,7/13/1972,M,M,micheal4@adventure-works.com,"$40,000 ",1,Bachelors,Skilled Manual,Y,MICHEAL  ROMERO
23764,,ALISHA,LIU,3/13/1972,S,NA,alisha4@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,ALISHA  LIU
23765,MRS.,KELLY,PRICE,03-02-1972,S,F,kelly4@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,KELLY  PRICE
23766,MRS.,CASSANDRA,MARTINEZ,05-02-1972,S,F,cassandra19@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,CASSANDRA  MARTINEZ
23767,MS.,ARIANNA,BENNETT,7/26/1971,S,F,arianna1@adventure-works.com,"$10,000 ",0,Partial High School,Manual,N,ARIANNA  BENNETT
23768,MR.,JOSHUA,GARCIA,7/27/1971,S,M,joshua18@adventure-works.com,"$10,000 ",0,Partial High School,Manual,Y,JOSHUA  GARCIA
23769,MS.,NATASHA,DOMINGUEZ,01-04-1971,S,F,natasha12@adventure-works.com,"$10,000 ",0,Partial High School,Manual,Y,NATASHA  DOMINGUEZ
23770,MR.,JAMIE,CARLSON,05-12-1971,S,M,jamie40@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,JAMIE  CARLSON
23771,MR.,JULIO,GOMEZ,02-04-1971,S,M,julio0@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,JULIO  GOMEZ
23772,MR.,CORY,RAMAN,01-06-1971,M,M,cory10@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N,CORY  RAMAN
23773,MR.,JON,CAI,01-06-1971,M,M,jon41@adventure-works.com,"$20,000 ",0,Partial High School,Manual,Y,JON  CAI
23774,MR.,REGINALD,HARRISON,05-01-1971,S,M,reginald18@adventure-works.com,"$30,000 ",0,High School,Manual,Y,REGINALD  HARRISON
23775,MR.,CEDRIC,SHAN,03-05-1970,S,M,cedric31@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,CEDRIC  SHAN
23776,MRS.,CRISTINA,YUAN,4/22/1970,S,F,cristina6@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,CRISTINA  YUAN
23777,MRS.,CANDICE,ZHANG,06-07-1970,S,F,candice8@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,CANDICE  ZHANG
23778,MR.,LOUIS,HUANG,10-04-1971,M,M,louis44@adventure-works.com,"$30,000 ",0,High School,Manual,N,LOUIS  HUANG
23779,MRS.,DEANNA,DOMINGUEZ,10/19/1971,S,F,deanna39@adventure-works.com,"$40,000 ",2,Partial College,Clerical,Y,DEANNA  DOMINGUEZ
23780,MR.,MASON,STEWART,04-08-1970,S,M,mason24@adventure-works.com,"$40,000 ",2,Partial College,Clerical,N,MASON  STEWART
23781,MRS.,JORDYN,ROSS,07-02-1975,S,F,jordyn3@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y,JORDYN  ROSS
23782,MR.,EDWARD,BRYANT,6/21/1975,S,M,edward66@adventure-works.com,"$40,000 ",3,Partial College,Clerical,Y,EDWARD  BRYANT
23783,MR.,ZACHARY,SMITH,04-08-1931,M,M,zachary40@adventure-works.com,"$30,000 ",1,Bachelors,Skilled Manual,Y,ZACHARY  SMITH
23784,MR.,PRESTON,ARUN,10/24/1966,S,M,preston5@adventure-works.com,"$60,000 ",0,Graduate Degree,Skilled Manual,N,PRESTON  ARUN
23786,MRS.,CARRIE,SERRANO,3/15/1954,M,F,carrie15@adventure-works.com,"$20,000 ",3,Partial High School,Manual,Y,CARRIE  SERRANO
23787,MR.,ADRIAN,WARD,08-04-1954,S,M,adrian5@adventure-works.com,"$30,000 ",1,High School,Clerical,N,ADRIAN  WARD
23788,MR.,MICHAEL,SMITH,8/25/1954,M,M,michael33@adventure-works.com,"$30,000 ",1,High School,Clerical,Y,MICHAEL  SMITH
23789,MR.,RYAN,WALKER,03-08-1954,M,M,ryan59@adventure-works.com,"$30,000 ",1,High School,Clerical,Y,RYAN  WALKER
23790,MRS.,ISABELLA,WILLIAMS,5/23/1955,M,F,isabella59@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,Y,ISABELLA  WILLIAMS
23791,MR.,AARON,GRIFFIN,10/14/1955,S,M,aaron20@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,N,AARON  GRIFFIN
23792,MR.,JESSIE,WU,3/14/1955,S,M,jessie12@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,N,JESSIE  WU
23793,MR.,RYAN,KUMAR,04-11-1955,S,M,ryan32@adventure-works.com,"$30,000 ",1,High School,Clerical,N,RYAN  KUMAR
23794,MRS.,ABIGAIL,POWELL,3/17/1955,M,F,abigail33@adventure-works.com,"$30,000 ",1,High School,Clerical,Y,ABIGAIL  POWELL
23795,MRS.,LAUREN,MOORE,10/17/1955,S,F,lauren26@adventure-works.com,"$30,000 ",1,High School,Clerical,N,LAUREN  MOORE
23796,MR.,MIGUEL,YOUNG,04-09-1955,S,M,miguel25@adventure-works.com,"$30,000 ",1,High School,Clerical,N,MIGUEL  YOUNG
23797,MR.,NATHAN,PEREZ,03-02-1956,S,M,nathan40@adventure-works.com,"$20,000 ",3,Partial High School,Clerical,N,NATHAN  PEREZ
23798,MRS.,JULIA,KELLY,09-12-1956,M,F,julia64@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,Y,JULIA  KELLY
23799,MRS.,CAROLYN,CHANDRA,2/14/1957,M,F,carolyn3@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,N,CAROLYN  CHANDRA
23800,MRS.,KAYLEE,COX,10-09-1957,M,F,kaylee8@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,Y,KAYLEE  COX
23801,MRS.,TAYLOR,WOOD,03-08-1957,M,F,taylor27@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,Y,TAYLOR  WOOD
23802,MRS.,EMILY,DIAZ,11/23/1957,M,F,emily47@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,Y,EMILY  DIAZ
23803,MR.,BERNARD,THAMES,5/17/1957,M,M,bernard1@adventure-works.com,"$20,000 ",2,Partial High School,Clerical,N,BERNARD  THAMES
23804,MRS.,KRISTEN,MA,07-07-1958,M,F,kristen14@adventure-works.com,"$30,000 ",2,High School,Skilled Manual,Y,KRISTEN  MA
